Network,Station,Latitude,Longitude,Elevation,SiteName,StartTime,EndTime
NL,G504,53.174526,6.809342999999999,-200.0,Sappemeer (niveau 4),2015-08-28T00:00:00,
NL,G510,53.1732,6.884810000000001,0.0,Zuidbroek (niveau 0),2015-02-11T00:00:00,
NL,G511,53.1732,6.884810000000001,-50.0,Zuidbroek (niveau 1),2015-02-11T00:00:00,
NL,G512,53.1732,6.884810000000001,-100.0,Zuidbroek (niveau 2),2015-02-11T00:00:00,
NL,G513,53.1732,6.884810000000001,-150.0,Zuidbroek (niveau 3),2015-02-11T00:00:00,
NL,G514,53.1732,6.884810000000001,-200.0,Zuidbroek (niveau 4),2015-02-11T00:00:00,
NL,G520,53.16989,6.983663000000001,0.0,Scheemda (niveau 0),2015-02-12T00:00:00,
NL,G521,53.16989,6.983663000000001,-50.0,Scheemda (niveau 1),2015-02-12T00:00:00,
NL,G522,53.16989,6.983663000000001,-100.0,Scheemda (niveau 2),2015-02-12T00:00:00,
NL,G523,53.16989,6.983663000000001,-150.0,Scheemda (niveau 3),2015-02-12T00:00:00,
NL,G524,53.16989,6.983663000000001,-200.0,Scheemda (niveau 4),2015-02-12T00:00:00,
NL,G530,53.167362,7.08012,0.0,Beerta (niveau 0),2015-10-29T00:00:00,
NL,G531,53.167362,7.08012,-50.0,Beerta (niveau 1),2015-10-29T00:00:00,
NL,G532,53.167362,7.08012,-100.0,Beerta (niveau 2),2015-10-29T00:00:00,
NL,G533,53.167362,7.08012,-150.0,Beerta (niveau 3),2015-10-29T00:00:00,
NL,G534,53.167362,7.08012,-200.0,Beerta (niveau 4),2015-10-29T00:00:00,
NL,G540,53.124283,6.757957000000001,0.0,Kielwinde (niveau 0),2015-09-15T00:00:00,
NL,G541,53.124283,6.757957000000001,-50.0,Kielwinde (niveau 1),2015-09-15T00:00:00,
NL,G542,53.124283,6.757957000000001,-100.0,Kielwinde (niveau 2),2015-09-15T00:00:00,
NL,G543,53.124283,6.757957000000001,-150.0,Kielwinde (niveau 3),2015-09-15T00:00:00,
NL,G544,53.124283,6.757957000000001,-200.0,Kielwinde (niveau 4),2015-09-15T00:00:00,
NL,G550,53.143345,6.846056,0.0,Muntendam (niveau 0),2015-02-12T00:00:00,
NL,G551,53.143345,6.846056,-50.0,Muntendam (niveau 1),2015-02-12T00:00:00,
NL,G552,53.143345,6.846056,-100.0,Muntendam (niveau 2),2015-02-12T00:00:00,
NL,G553,53.143345,6.846056,-150.0,Muntendam (niveau 3),2015-02-12T00:00:00,
NL,G554,53.143345,6.846056,-200.0,Muntendam (niveau 4),2015-02-12T00:00:00,
NL,G560,53.14844,6.930871000000001,0.0,Meeden (niveau 0),2015-02-12T00:00:00,
NL,G561,53.14844,6.930871000000001,-50.0,Meeden (niveau 1),2015-02-12T00:00:00,
NL,G562,53.14844,6.930871000000001,-100.0,Meeden (niveau 2),2015-02-12T00:00:00,
NL,G563,53.14844,6.930871000000001,-150.0,Meeden (niveau 3),2015-02-12T00:00:00,
NL,G564,53.14844,6.930871000000001,-200.0,Meeden (niveau 4),2015-02-12T00:00:00,
NL,G570,53.135130000000004,7.022222,0.0,Winschoten (niveau 0),2015-02-12T00:00:00,
NL,G571,53.135130000000004,7.022222,-50.0,Winschoten (niveau 1),2015-02-12T00:00:00,
NL,G572,53.135130000000004,7.022222,-100.0,Winschoten (niveau 2),2015-02-12T00:00:00,
